season,team,player,position,total_snaps,snap_share,rank_improvement,grp,player_contrib_rank
2012,ARI,Kevin Kolb,QB,349,0.014881460003411224,-1.0,zero,-0.014881460003411224
2012,ARI,Kory Sperry,TE,22,0.0009380863039399625,-1.0,zero,-0.0009380863039399625
2012,ARI,LaRod Stephens-Howling,RB,338,0.014412416851441241,-1.0,zero,-0.014412416851441241
2012,ARI,LaRon Byrd,WR,11,0.00046904315196998124,-1.0,zero,-0.00046904315196998124
2012,ARI,Larry Fitzgerald,WR,1030,0.043919495139007336,-1.0,zero,-0.043919495139007336
2012,ARI,Lyle Sendlein,C,756,0.03223605662630053,-1.0,zero,-0.03223605662630053
2012,ARI,Michael Adams,CB,70,0.0029848200579907897,-1.0,zero,-0.0029848200579907897
2012,ARI,Michael Floyd,WR,555,0.02366535903121269,-1.0,zero,-0.02366535903121269
2012,ARI,Mike Leach,LS,1,4.264028654272557e-05,-1.0,zero,-4.264028654272557e-05
2012,ARI,Nate Potter,T,428,0.018250042640286544,-1.0,zero,-0.018250042640286544
2012,ARI,Nick Eason,DT,218,0.009295582466314173,-1.0,zero,-0.009295582466314173
2012,ARI,O'Brien Schofield,LB,490,0.02089374040593553,-1.0,zero,-0.02089374040593553
2012,ARI,Paris Lenon,LB,1014,0.043237250554323724,-1.0,zero,-0.043237250554323724
2012,ARI,Pat McQuistan,T,140,0.005969640115981579,-1.0,zero,-0.005969640115981579
2012,ARI,Patrick Peterson,CB,1049,0.04472966058331912,-1.0,zero,-0.04472966058331912
2012,ARI,Quentin Groves,LB,467,0.01991301381545284,-1.0,zero,-0.01991301381545284
2012,ARI,Rashad Johnson,SS,161,0.006865086133378816,-1.0,zero,-0.006865086133378816
2012,ARI,Reagan Maui'a,FB,45,0.0019188128944226505,-1.0,zero,-0.0019188128944226505
2012,ARI,Reggie Walker,LB,193,0.008229575302746034,-1.0,zero,-0.008229575302746034
2012,ARI,Rich Ohrnberger,G,286,0.012195121951219513,-1.0,zero,-0.012195121951219513
2012,ARI,Ricky Lumpkin,NT,6,0.0002558417192563534,-1.0,zero,-0.0002558417192563534
2012,ARI,Rob Housler,TE,617,0.026309056796861675,-1.0,zero,-0.026309056796861675
2012,ARI,Ronald Talley,DE,71,0.0030274603445335155,-1.0,zero,-0.0030274603445335155
2012,ARI,Ryan Lindley,QB,303,0.012920006822445847,-1.0,zero,-0.012920006822445847
2012,ARI,Ryan Williams,RB,140,0.005969640115981579,-1.0,zero,-0.005969640115981579
2012,ARI,Sam Acho,LB,996,0.042469725396554664,-1.0,zero,-0.042469725396554664
2012,ARI,Scott Wedige,C,16,0.0006822445846836091,-1.0,zero,-0.0006822445846836091
2012,ARI,Senio Kelemete,G,43,0.0018335323213371994,-1.0,zero,-0.0018335323213371994
2012,ARI,Stewart Bradley,LB,39,0.0016629711751662971,-1.0,zero,-0.0016629711751662971
2012,ARI,Todd Heap,TE,81,0.003453863209960771,-1.0,zero,-0.003453863209960771
2012,ARI,Vonnie Holliday,DE,195,0.008314855875831485,-1.0,zero,-0.008314855875831485
2012,ARI,William Gay,CB,1005,0.0428534879754392,-1.0,zero,-0.0428534879754392
2012,ARI,William Powell,RB,284,0.012109841378134062,-1.0,zero,-0.012109841378134062
2012,ARI,Zack Nash,LB,41,0.0017482517482517483,-1.0,zero,-0.0017482517482517483
2012,ATL,Akeem Dent,LB,557,0.02172217455736682,5.0,single,0.1086108727868341
2012,ATL,Antone Smith,RB,6,0.00023399110833788317,5.0,single,0.0011699555416894158
2012,ATL,Asante Samuel,CB,925,0.03607362920209032,5.0,single,0.1803681460104516
2012,ATL,Brent Grimes,CB,52,0.0020279229389283207,5.0,single,0.010139614694641603
2012,ATL,Charles Mitchell,FS,2,7.799703611262772e-05,5.0,single,0.0003899851805631386
2012,ATL,Chase Coffman,TE,8,0.0003119881444505109,5.0,single,0.0015599407222525543
2012,ATL,Chris Hope,SS,271,0.010568598393261056,5.0,single,0.05284299196630528
2012,ATL,Chris Owens,CB,171,0.00666874658762967,5.0,single,0.03334373293814835
2012,ATL,Cliff Matthews,DE,139,0.005420794009827626,5.0,single,0.02710397004913813
2012,ATL,Corey Peters,DT,507,0.019772248654551128,5.0,single,0.09886124327275564
2012,ATL,Dominique Franks,CB,203,0.007916699165431713,5.0,single,0.03958349582715856
2012,ATL,Drew Davis,WR,135,0.005264799937602371,5.0,single,0.026323999688011857
2012,ATL,Dunta Robinson,CB,1047,0.04083144840496061,5.0,single,0.20415724202480307
2012,ATL,Garrett Reynolds,G,394,0.01536541611418766,5.0,single,0.0768270805709383
2012,ATL,Harry Douglas,WR,655,0.025544029326885577,5.0,single,0.12772014663442788
2012,ATL,Jacquizz Rodgers,RB,538,0.020981202714296855,5.0,single,0.10490601357148427
2012,ATL,Jason Snelling,RB,258,0.010061617658528976,5.0,single,0.05030808829264488
2012,ATL,Joe Hawley,C,20,0.0007799703611262772,5.0,single,0.0038998518056313856
2012,ATL,John Abraham,DE,789,0.030769830746431637,5.0,single,0.15384915373215818
2012,ATL,Jonathan Babineaux,DT,938,0.0365806099368224,5.0,single,0.18290304968411197
2012,ATL,Jonathan Massaquoi,DE,41,0.0015989392403088682,5.0,single,0.007994696201544341
2012,ATL,Josh Harris,LS,0,0.0,5.0,single,0.0
2012,ATL,Julio Jones,WR,959,0.03739957881600499,5.0,single,0.18699789408002493
2012,ATL,Justin Blalock,G,1189,0.04636923796895718,5.0,single,0.2318461898447859
2012,ATL,Kevin Cone,WR,18,0.0007019733250136495,5.0,single,0.0035098666250682475
2012,ATL,Kroy Biermann,DE,764,0.02979486779502379,5.0,single,0.14897433897511894
2012,ATL,Lamar Holmes,T,7,0.000272989626394197,5.0,single,0.0013649481319709849
2012,ATL,Lawrence Sidbury,DE,30,0.0011699555416894158,5.0,single,0.005849777708447079
2012,ATL,Lousaka Polite,FB,97,0.0037828562514624444,5.0,single,0.01891428125731222
2012,ATL,Luke McCown,QB,10,0.0003899851805631386,5.0,single,0.0019499259028156928
2012,ATL,Matt Bryant,K,0,0.0,5.0,single,0.0
2012,ATL,Matt Ryan,QB,1179,0.04597925278839404,5.0,single,0.2298962639419702
2012,ATL,Matthew Bosher,P,0,0.0,5.0,single,0.0
2012,ATL,Michael Palmer,TE,179,0.006980734732080181,5.0,single,0.034903673660400904
2012,ATL,Michael Turner,RB,508,0.01981124717260744,5.0,single,0.09905623586303719
2012,ATL,Mike Cox,FB,178,0.006941736214023867,5.0,single,0.03470868107011933
2012,ATL,Mike Johnson,G,114,0.00444583105841978,5.0,single,0.0222291552920989
2012,ATL,Mike Peterson,LB,119,0.004640823648701349,5.0,single,0.023204118243506745
2012,ATL,Peria Jerry,DT,541,0.021098198268465797,5.0,single,0.10549099134232898
2012,ATL,Peter Konz,G,804,0.031354808517276345,5.0,single,0.15677404258638172
2012,ATL,Ray Edwards,DE,207,0.00807269323765697,5.0,single,0.04036346618828485
2012,ATL,Robert James,LB,7,0.000272989626394197,5.0,single,0.0013649481319709849
2012,ATL,Robert McClain,CB,665,0.025934014507448717,5.0,single,0.12967007253724358
2012,ATL,Roddy White,WR,1110,0.043288355042508386,5.0,single,0.21644177521254193
2012,ATL,Sam Baker,T,1189,0.04636923796895718,5.0,single,0.2318461898447859
2012,ATL,Sean Weatherspoon,LB,949,0.03700959363544185,5.0,single,0.18504796817720925
2012,ATL,Stephen Nicholas,LB,981,0.0382575462132439,5.0,single,0.1912877310662195
2012,ATL,Terrence Johnson,CB,0,0.0,5.0,single,0.0
2012,ATL,Thomas DeCoud,FS,1141,0.044497309102254114,5.0,single,0.22248654551127056
2012,ATL,Todd McClure,C,1175,0.04582325871616878,5.0,single,0.2291162935808439
2012,ATL,Tommy Gallarda,TE,85,0.003314874034786678,5.0,single,0.01657437017393339
2012,ATL,Tony Gonzalez,TE,1088,0.04243038764526948,5.0,single,0.21215193822634737
2012,ATL,Travian Robertson,DT,47,0.0018329303486467514,5.0,single,0.009164651743233757
2012,ATL,Tyson Clabo,T,1179,0.04597925278839404,5.0,single,0.2298962639419702
2012,ATL,Vance Walker,DT,589,0.022970127135168862,5.0,single,0.1148506356758443
2012,ATL,William Moore,SS,878,0.034240698853443566,5.0,single,0.17120349426721782
2012,BAL,A.J. Jenkins,WR,3,9.593246354566385e-05,-5.0,zero,-0.00047966231772831924
2012,BAL,Adrian Hamilton,LB,10,0.0003197748784855462,-5.0,zero,-0.0015988743924277308
2012,BAL,Ahmad Brooks,LB,69,0.0022064466615502685,-5.0,zero,-0.011032233307751342
2012,BAL,Albert McClellan,DE,432,0.013814274750575594,-5.0,zero,-0.06907137375287797
2012,BAL,Aldon Smith,LB,71,0.0022704016372473777,-5.0,zero,-0.011352008186236889
2012,BAL,Alex Boone,G,62,0.0019826042466103864,-5.0,zero,-0.009913021233051933
2012,BAL,Andy Lee,P,0,0.0,-5.0,zero,-0.0
2012,BAL,Anquan Boldin,WR,1073,0.034311844461499104,-5.0,zero,-0.1715592223074955
2012,BAL,Anthony Allen,RB,56,0.0017907393195190585,-5.0,zero,-0.008953696597595293
2012,BAL,Anthony Davis,T,62,0.0019826042466103864,-5.0,zero,-0.009913021233051933
2012,BAL,Anthony Dixon,RB,0,0.0,-5.0,zero,-0.0
2012,BAL,Anthony Levine,DB,0,0.0,-5.0,zero,-0.0
2012,BAL,Arthur Jones,DT,642,0.020529547198772063,-5.0,zero,-0.10264773599386032
2012,BAL,Asa Jackson,CB,0,0.0,-5.0,zero,-0.0
2012,BAL,Bernard Pierce,RB,276,0.008825786646201074,-5.0,zero,-0.04412893323100537
2012,BAL,Bernard Pollard,SS,1160,0.03709388590432336,-5.0,zero,-0.1854694295216168
2012,BAL,Billy Bajema,TE,144,0.004604758250191865,-5.0,zero,-0.023023791250959325
2012,BAL,Bobbie Williams,G,355,0.011352008186236889,-5.0,zero,-0.05676004093118445
2012,BAL,Brendon Ayanbadejo,LB,187,0.005979790227679713,-5.0,zero,-0.029898951138398567
2012,BAL,Brian Jennings,LS,0,0.0,-5.0,zero,-0.0
2012,BAL,Bruce Miller,FB,29,0.0009273471476080839,-5.0,zero,-0.004636735738040419
2012,BAL,Bryan Hall,DT,71,0.0022704016372473777,-5.0,zero,-0.011352008186236889
2012,BAL,Bryant McKinnie,T,339,0.010840368380660015,-5.0,zero,-0.054201841903300074
2012,BAL,C.J. Spillman,SS,3,9.593246354566385e-05,-5.0,zero,-0.00047966231772831924
2012,BAL,Carlos Rogers,CB,68,0.002174469173701714,-5.0,zero,-0.010872345868508571
2012,BAL,Cary Williams,CB,1343,0.04294576618060885,-5.0,zero,-0.21472883090304426
2012,BAL,Chris Culliver,CB,32,0.0010232796111537478,-5.0,zero,-0.005116398055768739
2012,BAL,Chris Johnson,CB,78,0.0024942440521872602,-5.0,zero,-0.012471220260936302
2012,BAL,Christian Thompson,FS,0,0.0,-5.0,zero,-0.0
2012,BAL,Chykie Brown,CB,441,0.014102072141212587,-5.0,zero,-0.07051036070606294
2012,BAL,Clark Haggans,LB,2,6.395497569710924e-05,-5.0,zero,-0.0003197748784855462
2012,BAL,Colin Kaepernick,QB,62,0.0019826042466103864,-5.0,zero,-0.009913021233051933
2012,BAL,Corey Graham,CB,840,0.02686108979278588,-5.0,zero,-0.1343054489639294
2012,BAL,Courtney Upshaw,DE,825,0.026381427475057558,-5.0,zero,-0.13190713737528778
2012,BAL,Daniel Kilgore,G,0,0.0,-5.0,zero,-0.0
2012,BAL,Dannell Ellerbe,LB,898,0.028715784088002048,-5.0,zero,-0.14357892044001025
2012,BAL,Darcel McBath,FS,0,0.0,-5.0,zero,-0.0
2012,BAL,Dashon Goldson,FS,69,0.0022064466615502685,-5.0,zero,-0.011032233307751342
2012,BAL,David Akers,K,0,0.0,-5.0,zero,-0.0
2012,BAL,David Reed,WR,85,0.0027180864671271423,-5.0,zero,-0.013590432335635711
2012,BAL,DeAngelo Tyson,DE,206,0.0065873624968022515,-5.0,zero,-0.03293681248401126
2012,BAL,Delanie Walker,TE,41,0.0013110770017907393,-5.0,zero,-0.006555385008953697
2012,BAL,Dennis Pitta,TE,780,0.0249424405218726,-5.0,zero,-0.124712202609363
2012,BAL,Deonte Thompson,WR,85,0.0027180864671271423,-5.0,zero,-0.013590432335635711
2012,BAL,Donte Whitner,SS,71,0.0022704016372473777,-5.0,zero,-0.011352008186236889
2012,BAL,Ed Dickson,TE,637,0.020369659759529292,-5.0,zero,-0.10184829879764645
2012,BAL,Ed Reed,FS,1313,0.041986441545152214,-5.0,zero,-0.20993220772576107
2012,BAL,Frank Gore,RB,51,0.0016308518802762855,-5.0,zero,-0.008154259401381427
2012,BAL,Garrett Celek,TE,3,9.593246354566385e-05,-5.0,zero,-0.00047966231772831924
2012,BAL,Gino Gradkowski,G,85,0.0027180864671271423,-5.0,zero,-0.013590432335635711
2012,BAL,Haloti Ngata,DT,1015,0.032457150166282936,-5.0,zero,-0.16228575083141467
2012,BAL,Isaac Sopoaga,NT,38,0.0012151445382450755,-5.0,zero,-0.006075722691225378
2012,BAL,Jacoby Jones,WR,506,0.016180608851368638,-5.0,zero,-0.08090304425684319
2012,BAL,Jah Reid,T,568,0.01816321309797902,-5.0,zero,-0.09081606548989511
2012,BAL,Jameel McClain,LB,737,0.023567408544384754,-5.0,zero,-0.11783704272192377
2012,BAL,James Ihedigbo,SS,292,0.009337426451777948,-5.0,zero,-0.046687132258889735
2012,BAL,Jimmy Smith,CB,501,0.016020721412125863,-5.0,zero,-0.08010360706062931
2012,BAL,Joe Flacco,QB,1213,0.03878869276029675,-5.0,zero,-0.19394346380148375
2012,BAL,Joe Staley,T,62,0.0019826042466103864,-5.0,zero,-0.009913021233051933
2012,BAL,Jonathan Goodwin,C,62,0.0019826042466103864,-5.0,zero,-0.009913021233051933
2012,BAL,Josh Bynes,LB,211,0.006747249936045024,-5.0,zero,-0.03373624968022512
2012,BAL,Justin Smith,DT,59,0.0018866717830647224,-5.0,zero,-0.009433358915323611
2012,BAL,Justin Tucker,K,0,0.0,-5.0,zero,-0.0
2012,BAL,Kelechi Osemele,T,1228,0.03926835507802507,-5.0,zero,-0.19634177539012534
2012,BAL,LaMichael James,RB,12,0.0003837298541826554,-5.0,zero,-0.001918649270913277
2012,BAL,LaQuan Williams,WR,9,0.00028779739063699157,-5.0,zero,-0.0014389869531849578
2012,BAL,Lardarius Webb,CB,376,0.012023535431056536,-5.0,zero,-0.060117677155282684
2012,BAL,Larry Grant,LB,0,0.0,-5.0,zero,-0.0
2012,BAL,Leonard Davis,G,0,0.0,-5.0,zero,-0.0
2012,BAL,Ma'ake Kemoeatu,NT,515,0.01646840624200563,-5.0,zero,-0.08234203121002814
2012,BAL,Marshal Yanda,G,1123,0.03591071885392683,-5.0,zero,-0.17955359426963416
2012,BAL,Matt Birk,C,1228,0.03926835507802507,-5.0,zero,-0.19634177539012534
2012,BAL,Michael Crabtree,WR,60,0.001918649270913277,-5.0,zero,-0.009593246354566385
2012,BAL,Michael Oher,T,1269,0.04057943207981581,-5.0,zero,-0.20289716039907907
2012,BAL,Michael Wilhoite,LB,0,0.0,-5.0,zero,-0.0
2012,BAL,Mike Iupati,G,62,0.0019826042466103864,-5.0,zero,-0.009913021233051933
2012,BAL,Morgan Cox,LS,0,0.0,-5.0,zero,-0.0
2012,BAL,NaVorro Bowman,LB,71,0.0022704016372473777,-5.0,zero,-0.011352008186236889
2012,BAL,Omar Brown,DB,37,0.0011831670503965209,-5.0,zero,-0.005915835251982604
2012,BAL,Patrick Willis,LB,71,0.0022704016372473777,-5.0,zero,-0.011352008186236889
2012,BAL,Paul Kruger,LB,1025,0.032776925044768486,-5.0,zero,-0.16388462522384242
2012,BAL,Pernell McPhee,DE,512,0.016372473778459965,-5.0,zero,-0.08186236889229982
2012,BAL,Perrish Cox,CB,0,0.0,-5.0,zero,-0.0
2012,BAL,Ramon Harewood,T,341,0.010904323356357125,-5.0,zero,-0.054521616781785624
2012,BAL,Randy Moss,WR,48,0.0015349194167306216,-5.0,zero,-0.007674597083653108
2012,BAL,Ray Lewis,LB,709,0.022672038884625222,-5.0,zero,-0.11336019442312611
2012,BAL,Ray McDonald,DT,60,0.001918649270913277,-5.0,zero,-0.009593246354566385
2012,BAL,Ray Rice,RB,961,0.030730365822460987,-5.0,zero,-0.15365182911230493
2012,BAL,Ricky Jean-Francois,DT,21,0.000671527244819647,-5.0,zero,-0.003357636224098235
2012,BAL,Sam Koch,P,0,0.0,-5.0,zero,-0.0
2012,BAL,Sean Considine,SS,53,0.0016948068559733947,-5.0,zero,-0.008474034279866973
2012,BAL,Sergio Kindle,LB,12,0.0003837298541826554,-5.0,zero,-0.001918649270913277
2012,BAL,Tandon Doss,WR,208,0.00665131747249936,-5.0,zero,-0.0332565873624968
2012,BAL,Tarell Brown,CB,67,0.0021424916858531593,-5.0,zero,-0.010712458429265796
2012,BAL,Tavares Gooden,LB,0,0.0,-5.0,zero,-0.0
2012,BAL,Ted Ginn Jr.,WR,3,9.593246354566385e-05,-5.0,zero,-0.00047966231772831924
2012,BAL,Terrell Suggs,LB,618,0.019762087490406754,-5.0,zero,-0.09881043745203377
2012,BAL,Terrence Cody,NT,429,0.01371834228702993,-5.0,zero,-0.06859171143514965
2012,BAL,Torrey Smith,WR,1123,0.03591071885392683,-5.0,zero,-0.17955359426963416
2012,BAL,Tramaine Brock,CB,0,0.0,-5.0,zero,-0.0
2012,BAL,Tyrod Taylor,QB,92,0.002941928882067025,-5.0,zero,-0.014709644410335124
2012,BAL,Vernon Davis,TE,59,0.0018866717830647224,-5.0,zero,-0.009433358915323611
2012,BAL,Vonta Leach,FB,537,0.01717191097467383,-5.0,zero,-0.08585955487336915
2012,BAL,Will Tukuafu,DT,10,0.0003197748784855462,-5.0,zero,-0.0015988743924277308
2012,BUF,Aaron Williams,CB,547,0.023688883114633408,-13.0,single,-0.3079554804902343
2012,BUF,Alex Carrington,DT,342,0.014810965311160192,-13.0,single,-0.1925425490450825
2012,BUF,Andy Levitre,G,1011,0.043783292191763024,-13.0,single,-0.5691827984929193
2012,BUF,Arthur Moats,LB,122,0.0052834437659694256,-13.0,single,-0.06868476895760253
2012,BUF,Brad Smith,WR,314,0.013598371659954095,-13.0,single,-0.17677883157940322
2012,BUF,Brian Moorman,P,0,0.0,-13.0,single,-0.0
2012,BUF,Bryan Scott,LB,590,0.025551080507557056,-13.0,single,-0.3321640465982417
2012,BUF,C.J. Spiller,RB,569,0.024641635269152484,-13.0,single,-0.32034125849898226
2012,BUF,Chad Rinehart,G,164,0.007102334242778572,-13.0,single,-0.09233034515612143
2012,BUF,Chris Hairston,T,568,0.02459832835303798,-13.0,single,-0.31977826858949376
2012,BUF,Chris Kelsay,DE,289,0.012515698757091508,-13.0,single,-0.1627040838421896
2012,BUF,Chris White,LB,8,0.0003464553289160279,-13.0,single,-0.0045039192759083625
2012,BUF,Colin Brown,C,19,0.0008228314061755663,-13.0,single,-0.010696808280282362
2012,BUF,Cordy Glenn,T,803,0.0347754536399463,-13.0,single,-0.4520808973193019
2012,BUF,Corey McIntyre,FB,100,0.004330691611450349,-13.0,single,-0.05629899094885454
2012,BUF,Crezdon Butler,CB,17,0.0007362175739465593,-13.0,single,-0.00957082846130527
2012,BUF,Da'Norris Searcy,SS,272,0.011779481183144948,-13.0,single,-0.15313325538088432
2012,BUF,David Nelson,WR,28,0.0012125936512060976,-13.0,single,-0.01576371746567927
2012,BUF,David Snow,C,133,0.0057598198432289634,-13.0,single,-0.07487765796197653
2012,BUF,Delano Howell,FS,0,0.0,-13.0,single,-0.0
2012,BUF,Donald Jones,WR,670,0.029015633796717337,-13.0,single,-0.37720323935732536
2012,BUF,Dorin Dickerson,FB,98,0.004244077779221342,-13.0,single,-0.05517301112987744
2012,BUF,Eric Wood,C,872,0.03776363085184704,-13.0,single,-0.4909272010740115
2012,BUF,Erik Pears,T,378,0.016370014291282316,-13.0,single,-0.2128101857866701
2012,BUF,Fred Jackson,RB,331,0.014334589233900654,-13.0,single,-0.1863496600407085
2012,BUF,Garrison Sanborn,LS,0,0.0,-13.0,single,-0.0
2012,BUF,George Wilson,SS,897,0.03884630375470963,-13.0,single,-0.5050019488112252
2012,BUF,Greg Lloyd,LB,0,0.0,-13.0,single,-0.0
2012,BUF,Jairus Byrd,FS,1022,0.04425966826902256,-13.0,single,-0.5753756874972933
2012,BUF,Jay Ross,DT,8,0.0003464553289160279,-13.0,single,-0.0045039192759083625
2012,BUF,John Potter,K,0,0.0,-13.0,single,-0.0
2012,BUF,Johnny White,RB,12,0.0005196829933740418,-13.0,single,-0.006755878913862544
2012,BUF,Justin Rogers,CB,537,0.023255813953488372,-13.0,single,-0.3023255813953488
2012,BUF,Keith Williams,DT,554,0.023992031527434933,-13.0,single,-0.3118964098566541
2012,BUF,Keith Williams,G,0,0.0,-13.0,single,-0.0
2012,BUF,Kelvin Sheppard,LB,503,0.021783378805595253,-13.0,single,-0.28318392447273827
2012,BUF,Kirk Morrison,LB,0,0.0,-13.0,single,-0.0
2012,BUF,Kraig Urbik,G,783,0.03390931531765623,-13.0,single,-0.440821099129531
2012,BUF,Kyle Moore,DE,491,0.021263695812221213,-13.0,single,-0.2764280455588758
2012,BUF,Kyle Williams,DT,242,0.010480273699709844,-13.0,single,-0.13624355809622796
2012,BUF,Lee Smith,TE,286,0.012385778008747997,-13.0,single,-0.16101511411372396
2012,BUF,Leodis McKelvin,CB,347,0.01502749989173271,-13.0,single,-0.19535749859252524
2012,BUF,Mana Silva,SS,2,8.661383222900697e-05,-13.0,single,-0.0011259798189770906
2012,BUF,Marcell Dareus,DE,787,0.034082542982114244,-13.0,single,-0.44307305876748515
2012,BUF,Marcus Easley,WR,4,0.00017322766445801395,-13.0,single,-0.0022519596379541812
2012,BUF,Mario Williams,DE,929,0.04023212507037374,-13.0,single,-0.5230176259148587
2012,BUF,Mark Anderson,DE,244,0.010566887531938851,-13.0,single,-0.13736953791520506
2012,BUF,Nick Barnett,LB,999,0.04326360919838898,-13.0,single,-0.5624269195790568
2012,BUF,Nigel Bradham,LB,395,0.017106231865228878,-13.0,single,-0.2223810142479754
2012,BUF,Rian Lindell,K,0,0.0,-13.0,single,-0.0
2012,BUF,Ron Brooks,DB,161,0.006972413494435062,-13.0,single,-0.0906413754276558
2012,BUF,Ruvell Martin,WR,115,0.004980295353167901,-13.0,single,-0.06474383959118271
2012,BUF,Ryan Fitzpatrick,QB,997,0.04317699536615997,-13.0,single,-0.5613009397600797
2012,BUF,Sam Young,T,333,0.014421203066129661,-13.0,single,-0.1874756398596856
2012,BUF,Scott Chandler,TE,749,0.032436880169763115,-13.0,single,-0.4216794422069205
2012,BUF,Shawn Powell,P,0,0.0,-13.0,single,-0.0
2012,BUF,Shawne Merriman,LB,206,0.008921224719587718,-13.0,single,-0.11597592135464033
2012,BUF,Spencer Johnson,DT,264,0.01143302585422892,-13.0,single,-0.14862933610497595
2012,BUF,Stephon Gilmore,CB,1056,0.04573210341691568,-13.0,single,-0.5945173444199038
2012,BUF,Steve Johnson,WR,940,0.040708501147633275,-13.0,single,-0.5292105149192325
2012,BUF,T.J. Graham,WR,696,0.030141613615694427,-13.0,single,-0.39184097700402754
2012,BUF,Tashard Choice,RB,124,0.005370057598198432,-13.0,single,-0.06981074877657961
2012,BUF,Terrence McGee,CB,142,0.006149582088259495,-13.0,single,-0.07994456714737344
2012,BUF,Thomas Welch,T,7,0.0003031484128015244,-13.0,single,-0.003940929366419817
2012,BUF,Tyler Thigpen,QB,14,0.0006062968256030488,-13.0,single,-0.007881858732839635
2012,CAR,Amini Silatolu,G,884,0.03862285914016078,-5.0,double,-0.1931142957008039
2012,CAR,Anderson Russell,DB,1,4.369101712687871e-05,-5.0,double,-0.00021845508563439356
2012,CAR,Andre Neblett,NT,245,0.010704299196085286,-5.0,double,-0.05352149598042643
2012,CAR,Antwan Applewhite,LB,100,0.004369101712687872,-5.0,double,-0.021845508563439357
2012,CAR,Armanti Edwards,WR,128,0.005592450192240475,-5.0,double,-0.027962250961202376
2012,CAR,Armond Smith,RB,8,0.0003495281370150297,-5.0,double,-0.0017476406850751485
2012,CAR,Ben Hartsock,TE,203,0.008869276476756378,-5.0,double,-0.04434638238378189
2012,CAR,Brad Nortman,P,0,0.0,-5.0,double,-0.0
2012,CAR,Brandon LaFell,WR,757,0.033074099965047184,-5.0,double,-0.1653704998252359
2012,CAR,Bruce Campbell,T,34,0.0014854945823138763,-5.0,double,-0.007427472911569382
2012,CAR,Byron Bell,T,945,0.041288011184900386,-5.0,double,-0.20644005592450193
2012,CAR,Cam Newton,QB,1021,0.04460852848654317,-5.0,double,-0.22304264243271585
2012,CAR,Captain Munnerlyn,CB,914,0.03993358965396714,-5.0,double,-0.19966794826983572
2012,CAR,Charles Godfrey,SS,985,0.04303565186997553,-5.0,double,-0.21517825934987767
2012,CAR,Charles Johnson,DE,833,0.036394617266689966,-5.0,double,-0.18197308633344983
2012,CAR,Chris Gamble,CB,280,0.01223348479552604,-5.0,double,-0.0611674239776302
2012,CAR,Colin Jones,FS,22,0.0009612023767913317,-5.0,double,-0.0048060118839566585
